"","logFC","FDR","pval","gene","label"
"1",-0.124906955372129,0.364826553072568,0.181764820944294,"ABCB1",FALSE
"2",0.285384626038353,2.97478703550172,6.24708458383538e-05,"ABLIM1",TRUE
"3",0.0454387928117644,0.776975440104906,0.038349300631054,"AC007952.4",FALSE
"4",-0.10312468830654,0.400323405625778,0.154936846794156,"AC008875.3",FALSE
"5",0.0848753772355181,0.232051728433475,0.308582915700405,"AC020916.1",FALSE
"6",0.138177671104491,0.460142723080225,0.116757194218661,"AC044849.1",FALSE
"7",-0.0504514270190618,0.0653338908682623,0.702755454488075,"AC092821.3",FALSE
"8",-0.0129257497558403,0.0635924330750869,0.711461389790752,"AC103591.3",FALSE
"9",-0.025013504741301,0.119972416972155,0.49811666055553,"AC253572.2",FALSE
"10",0.307148718898938,0.961472993119273,0.0207050320308135,"ACTB",FALSE
"11",0.342724565750182,1.65627622218755,0.0021369187015399,"ACTG1",TRUE
"12",-0.0274640563675352,0.275781844050827,0.251019271262328,"ADD3",FALSE
"13",-0.198756092499094,1.38302006704405,0.00549068934643045,"ADGRG1",FALSE
"14",-0.050469993889952,0.112202804970925,0.530055305019743,"AGO2",FALSE
"15",-0.100204596932618,0.529005183931431,0.0920998956623957,"AHI1",FALSE
"16",0.330535919896636,1.5293045198848,0.00317374512353657,"AHNAK",TRUE
"17",-0.111551085439709,0.649376612234879,0.0608862867132997,"AKAP5",FALSE
"18",-0.124697652760747,0.529005183931431,0.0906842016231683,"AKAP9",FALSE
"19",-0.0370650231637661,0.0389573870388998,0.806423223763142,"AL021155.5",FALSE
"20",0.0616446506659022,0.145207896457744,0.439734957937924,"AL118516.1",FALSE
"21",0.0176335366984147,0.00900928250562531,0.950981117829163,"AL627171.2",FALSE
"22",-0.124886000741427,0.205598208177908,0.343565442210035,"ALOX5AP",FALSE
"23",0.0594132512784058,0.0512616838632963,0.774542133799248,"AMD1",FALSE
"24",-0.101161909793336,0.342439741080852,0.195207642571445,"ANKH",FALSE
"25",-0.0207323057517577,0.142322515043833,0.449128240865185,"ANKIB1",FALSE
"26",0.0470082736043783,0.0657459249653016,0.698470020300508,"ANKLE2",FALSE
"27",-0.314906616844742,0.961472993119273,0.0202638978042713,"ANKRD12",FALSE
"28",-0.0569521235392633,0.094618160694871,0.594216286515679,"ANKRD28",FALSE
"29",-0.0202523122204115,0.00624022571982883,0.975357937422075,"ANXA1",FALSE
"30",0.359155648950046,2.94701614716555,6.89744492048625e-05,"ANXA2",TRUE
"31",-0.049496648292507,0.126361896957309,0.48315098458003,"ANXA2R",FALSE
"32",-0.0153739208355757,0.00869658368764304,0.957617141822608,"ANXA5",FALSE
"33",-0.128531210774932,0.658967772394347,0.0590947075350888,"APOL6",FALSE
"34",-0.104456460509211,0.396008214775978,0.160975314720357,"ARHGAP26",FALSE
"35",0.0409905672751762,0.035743188905143,0.819742318540594,"ARHGAP9",FALSE
"36",-0.0841388516381918,0.305210141726743,0.226220807643642,"ARID5B",FALSE
"37",0.0597851986842225,0.252941524089455,0.277508870157047,"ARL4A",FALSE
"38",-0.192960675297422,0.779297464274359,0.0367449977540717,"ARL4C",FALSE
"39",0.13524220457608,1.17456026995614,0.0101409494260426,"ARRDC3",FALSE
"40",-0.0454352228843137,0.142322515043833,0.450547230717263,"ASCC3",FALSE
"41",0.0599564980791644,0.0745155691158907,0.659611029852439,"ATP2B1",FALSE
"42",-0.231039349443579,1.04564254696526,0.015654606413876,"ATP2B4",FALSE
"43",-0.221652888039879,0.760676180276447,0.0404876291800502,"ATRX",FALSE
"44",-0.123955665040823,0.442685622827911,0.129884472446203,"AUTS2",FALSE
"45",-0.271171002578108,1.46903632168067,0.00384544573186582,"BCL11B",TRUE
"46",0.416955855626567,5.79164216050806,4.08174130155472e-08,"BCL2A1",TRUE
"47",-0.0536720834615364,0.0635924330750869,0.714557940943854,"BCLAF1",FALSE
"48",-0.203044580226594,0.683014659802686,0.0524135495887884,"BDP1",FALSE
"49",-0.0971610528411297,0.568051079395597,0.0808246170085559,"BHLHE40",FALSE
"50",-0.109275737661924,0.131576312227516,0.474274655766629,"BIRC3",FALSE
"51",-0.149048164670654,0.2196602061902,0.327541165569488,"BOD1L1",FALSE
"52",-0.00175774781596016,0.0581073786598631,0.745854363652146,"BTG2",FALSE
"53",0.0338355009527095,0.0338859250877892,0.829526117730392,"BTG3",FALSE
"54",0.304747431837493,1.0871218536508,0.0134362829033684,"C12orf57",FALSE
"55",-0.0127564875273244,0.00639962430668727,0.972925550521523,"C12orf65",FALSE
"56",0.00181707862694527,0.015747317258278,0.925814366575098,"C1orf131",FALSE
"57",0.246674694609828,1.69217900383987,0.00188182859295639,"C1orf162",FALSE
"58",0.0102387383967115,0.157544183671656,0.411593517973,"C1orf56",FALSE
"59",0.061991120094518,0.131576312227516,0.474104515548388,"C4orf48",FALSE
"60",0.040944426404754,0.100601802948945,0.569859337761057,"CAPN2",FALSE
"61",0.00434592550983628,0.00900928250562531,0.95433067085763,"CARHSP1",FALSE
"62",-0.00913502524046036,0.015747317258278,0.918947823137445,"CASP3",FALSE
"63",-0.0450846381064299,0.094618160694871,0.59511809663048,"CCAR1",FALSE
"64",0.04764940398176,0.0577363678236222,0.753693267724118,"CCDC25",FALSE
"65",-0.141560360807265,1.39378162004443,0.00527128454108865,"CCDC91",FALSE
"66",0.263183082036488,0.619692268809673,0.0672149318344949,"CCL3",FALSE
"67",-0.0414326864293642,0.0885441203853029,0.623753944092401,"CCL3L1",FALSE
