"","logFC","FDR","pval","gene","label"
"1",0.140881275384765,2.13828378573734,0.00243578359993775,"ABCA1",FALSE
"2",-0.049838523143572,1.0383149035874,0.0506454109611686,"ABHD5",FALSE
"3",0.00194102569556283,0.0868560263055484,0.762966444560278,"ABLIM1",FALSE
"4",-0.188942233249898,2.17471681636258,0.00220823537453583,"AC007952.4",FALSE
"5",-0.0430224597244932,0.542002672342419,0.205405454012388,"AC008875.3",FALSE
"6",-0.0752504694835339,0.824598469953418,0.0930125412230857,"AC015912.3",FALSE
"7",-0.0254589663408182,0.427232596468683,0.286311801171511,"AC020656.1",FALSE
"8",-0.427390752514241,9.06512024969171,6.76694488053166e-12,"AC020916.1",TRUE
"9",-0.0311152246458327,0.228972669690514,0.508570041122743,"AC025164.1",FALSE
"10",0.0650136509714553,0.545107657221112,0.202645922265686,"AC037198.1",FALSE
"11",-0.0341908047581423,0.359642459344636,0.349637661890166,"AC044849.1",FALSE
"12",-0.0177828897458293,0.122913516617822,0.69663725134458,"AC087239.1",FALSE
"13",1.22009804262579e-06,0.211153236202895,0.53373873978613,"AC091271.1",FALSE
"14",-0.0381656813970253,0.40152799496438,0.310372609803611,"AC103591.3",FALSE
"15",-0.0277587797596281,0.683482659677135,0.139118429119995,"AC144652.1",FALSE
"16",-0.00486974842859117,0.00537576822876982,0.98148619263524,"AC239799.2",FALSE
"17",0.0536336644809118,1.20539213609615,0.0324323741870786,"AC245014.3",FALSE
"18",-0.0281183675940333,0.302187462681655,0.410853232878545,"AC245407.2",FALSE
"19",0.21140791294548,2.45029303439209,0.000997936439099805,"AC253572.2",FALSE
"20",0.0848407134875038,1.20290497882218,0.0327171894825185,"ACSL1",FALSE
"21",0.087555736449395,1.02255734674258,0.0526938878757729,"ACSL4",FALSE
"22",-0.207714061241099,6.3328912956075,1.55506248959184e-08,"ACTB",FALSE
"23",0.279937326328534,5.11309286842543,5.50984072210841e-07,"ADA",TRUE
"24",-0.0235005754948156,0.290697123114057,0.425088820750232,"ADD3",FALSE
"25",0.00934082430514627,0.201469112320576,0.551706335216763,"ADM",FALSE
"26",0.0933090059959519,1.62772919420124,0.0102263999129581,"ADORA2A",FALSE
"27",-0.0307696900208521,0.492818400172253,0.236070306963462,"ADRB2",FALSE
"28",-0.162864293522392,2.85830088997202,0.000320301763015035,"AGTRAP",FALSE
"29",0.0277887439383269,0.462119240803152,0.257159152146046,"AHR",FALSE
"30",-0.328425759640951,6.59161386638128,7.24772193769406e-09,"AIF1",TRUE
"31",0.0473345170970124,1.06373129646857,0.0470309794468287,"AK4",FALSE
"32",-0.0725658311351881,0.641013853578244,0.154883908998363,"AKAP9",FALSE
"33",0.0219428491073688,0.244106093282644,0.484995100344035,"AL021155.5",FALSE
"34",-0.050545412489978,1.12029445251584,0.0404062112473312,"AL109615.2",FALSE
"35",-0.0426017143691267,0.239616559936608,0.492887808643466,"AL118516.1",FALSE
"36",-0.00990294786941909,0.018564173474956,0.942718173217489,"AL360012.1",FALSE
"37",-0.0104368939877444,0.0282370857916887,0.912003379366395,"AL391832.2",FALSE
"38",-0.0504810494631261,1.0383149035874,0.0506723031517168,"AL499604.1",FALSE
"39",0.0308849772167117,0.281832984848812,0.43549760313163,"ALAS1",FALSE
"40",0.108731376830083,1.86970925108113,0.0052211808970708,"ALCAM",FALSE
"41",-0.0316690934430752,0.252719532410004,0.472090114219735,"ALDH2",FALSE
"42",0.113977681932157,2.8107736396538,0.000374360454211742,"AMPD3",FALSE
"43",0.153446467645898,3.07038682051213,0.000173819868146073,"ANTXR2",FALSE
"44",0.20887259732338,3.98628341460501,1.26883158804732e-05,"ANXA5",FALSE
"45",-0.0179206469861697,0.191938790424854,0.572032264493179,"AP1S2",FALSE
"46",0.0537975378114221,1.00414164009794,0.0560665386373082,"AP3B1",FALSE
"47",0.000852176108101066,0.135046338447508,0.673988384511411,"APOBEC3A",FALSE
"48",0.208013002771452,2.62518513061041,0.000611225693250588,"AQP9",FALSE
"49",0.243209395415643,3.98628341460501,1.28199567797473e-05,"ARFGAP3",FALSE
"50",-0.106516780328268,1.91464766267369,0.00453569212465587,"ARL4A",FALSE
"51",0.170193648727652,2.28359777415299,0.00164490631387203,"ARL4C",FALSE
"52",-0.00558779447733762,0.00984849839870784,0.968355749355635,"ARL5B",FALSE
"53",0.171295493058145,2.12766847058672,0.00250777279724635,"ARL8B",FALSE
"54",-0.0282781754171727,0.470388519884579,0.251244384135959,"ARMH1",FALSE
"55",-0.0804233499359832,1.91464766267369,0.00451774719589623,"ASGR1",FALSE
"56",-0.114745390894363,3.38212943995532,7.50086388800226e-05,"ASGR2",FALSE
"57",0.083131668591292,0.70733636379754,0.130480883269435,"ASPH",FALSE
"58",-0.187799914168165,3.83687493820945,2.01442275357588e-05,"ATF3",FALSE
"59",0.0585783878142893,0.545107657221112,0.203465640543513,"ATF5",FALSE
"60",0.165077036028725,2.33175646989253,0.00143562987014262,"ATP13A3",FALSE
"61",0.28067815337287,4.26231298903029,5.50059752786722e-06,"ATP2B1",TRUE
"62",-0.00537869822390158,0.772486265514546,0.106729056918539,"ATXN7L3B",FALSE
"63",0.162899068467534,3.4646741383815,5.87888877813174e-05,"B4GALT5",FALSE
"64",0.311983363524893,5.85948308904526,6.51900103551511e-08,"BASP1",TRUE
"65",0.090567741828996,1.40153916119725,0.0185874574447293,"BCAT1",FALSE
"66",-0.10934749467159,2.8721821803628,0.000308115509486053,"BCL6",FALSE
"67",-0.00171054309517815,0.00162178072794495,0.996272675654687,"BHLHE40",FALSE
