Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
SNHG32	4.7803986996761465e-45	0.41468644460868653	0.328	0.208	1.744128465576842e-40	TRUE	Other	39.75842152981837
DTNA	7.267337024708521e-45	0.2827675362539835	0.073	0.009	2.651487913464904e-40	TRUE	Other	39.57651034822766
CYBA	9.802968720442322e-45	-0.22748812265321391	0.904	0.953	3.5766131376533814e-40	FALSE	Other	39.446528032528846
CYTOR	1.0807944398278756e-44	0.6187241243810182	0.661	0.61	3.943278513712004e-40	TRUE	Other	39.404142547629654
LHFPL2	1.1216842377687688e-44	-0.3580833854799028	0.391	0.523	4.092464941499353e-40	TRUE	Other	39.38801503232618
SMDT1	1.1741611139226518e-44	0.4117438265065969	0.462	0.343	4.283926824146795e-40	TRUE	Other	39.368157956173675
AC007952.4	1.4102067123545588e-44	0.4797640576500979	0.493	0.371	5.1451391900256085e-40	TRUE	Other	39.288602871894284
EIF3K	2.1172084636359728e-44	0.2835098984383535	0.818	0.792	7.724635079575848e-40	TRUE	Other	39.11212202797691
FCAR	2.7017589716475717e-44	-0.3209619871110321	0.289	0.419	9.857367608056168e-40	TRUE	Other	39.00623904712076
CAPN2	4.505316153353924e-44	-0.32843753730250214	0.53	0.641	1.6437645985511795e-39	TRUE	Other	38.78416037710635
NAMPT	4.728553872611354e-44	-0.35895790432483343	0.888	0.916	1.7252128804222522e-39	TRUE	Other	38.76315730807569
LGALS1	4.773466220570241e-44	-0.2678294886682062	0.924	0.965	1.7415991505750527e-39	TRUE	Other	38.75905179578406
PSAP	7.036376066974778e-44	-0.21058581772481144	0.895	0.948	2.567221808035748e-39	FALSE	Other	38.59053660665213
FLOT1	9.402192756655364e-44	-0.35857938321299154	0.242	0.357	3.4303900272657103e-39	TRUE	Other	38.46465649889032
MARCKS	1.170100575034734e-43	-0.39234780696789473	0.847	0.896	4.269111948014227e-39	TRUE	Other	38.36966245663494
CYFIP1	2.471296437005352e-43	-0.306905049945304	0.136	0.235	9.016525050414027e-39	TRUE	Other	38.04496080638318
HBA1	3.9753999865433604e-43	0.6728111614685685	0.089	0.019	1.450424685090345e-38	TRUE	Other	37.838504817498254
EIF3F	5.8173095709558965e-43	0.37022539146588573	0.652	0.57	2.1224453969632591e-38	TRUE	Other	37.67316347380608
KDELR2	6.406258617939045e-43	-0.38355982416114154	0.343	0.454	2.3373234567550611e-38	TRUE	Other	37.63128118244587
HIST1H1C	1.6602952675965717e-42	0.7013096202754007	0.188	0.094	6.057587283826094e-38	TRUE	Other	37.217700319392534
CXCL16	2.318266600007191e-42	-0.3131926715779936	0.265	0.391	8.458195690126237e-38	TRUE	Other	37.072722271168445
GSAP	3.140778512861984e-42	-0.2847009247938831	0.139	0.239	1.1459130404176952e-37	TRUE	Other	36.94084833830203
AC245014.3	5.292172724648415e-42	0.3771287158854346	0.325	0.202	1.9308492185879746e-37	TRUE	Other	36.714251639266685
FXYD5	6.404358400597594e-42	0.30825829772078706	0.789	0.74	2.3366301624580325e-37	TRUE	Other	36.63141002150345
FCGR1A	6.610500368204605e-42	0.35901625464920583	0.235	0.127	2.4118410593394505e-37	TRUE	Other	36.61765131565553
COPB2	7.875299124226695e-42	-0.31011034006968785	0.186	0.293	2.8733028854741103e-37	TRUE	Other	36.54161859100886
SLC11A2	8.483649774852273e-42	-0.2759424769795811	0.161	0.265	3.0952596203548526e-37	TRUE	Other	36.50930291790113
PPFIA1	9.751084209815694e-42	-0.36646895088983056	0.196	0.302	3.5576830739512564e-37	TRUE	Other	36.44883274241414
PEA15	1.0918706677072452e-41	-0.3315395462195547	0.293	0.415	3.9836901311298846e-37	TRUE	Other	36.39971445026193
SRC	1.6551851417123373e-41	-0.31751838006038413	0.135	0.232	6.038942989537464e-37	TRUE	Other	36.21903907031653
CXCL2	1.6659877768844721e-41	0.3697980323030201	0.843	0.79	6.078356403962998e-37	TRUE	Other	36.21621383868574
TPRA1	2.434300654872337e-41	-0.2592763212475057	0.097	0.184	8.881545939301724e-37	TRUE	Other	36.051511433492486
RHEB	3.411931887367386e-41	-0.33408653413196343	0.309	0.425	1.244843349105991e-36	TRUE	Other	35.90488529668011
POU2F2	4.89239310731354e-41	-0.3829900465353626	0.38	0.498	1.784989625203345e-36	TRUE	Other	35.748364303770295
SPART	6.86458125152848e-41	-0.3236718217540304	0.196	0.303	2.504542469620166e-36	TRUE	Other	35.601271599564285
ORAI2	7.932126736331796e-41	-0.3429222397682541	0.196	0.306	2.894036439750656e-36	TRUE	Other	35.53849600483999
NKG7	1.0479163293892455e-40	0.45839450168158447	0.322	0.203	3.823322727776663e-36	TRUE	Other	35.41755904151093
CSTB	1.2338973142565411e-40	-0.492368069254014	0.765	0.815	4.5018743510649904e-36	TRUE	Other	35.3466066304818
SRSF3	1.4599604553957823e-40	0.32141495835062894	0.653	0.55	5.326665721511512e-36	TRUE	Other	35.27354455680221
PLAUR	3.6483357832254188e-40	-0.4013064682993588	0.646	0.745	1.3310953105097942e-35	TRUE	Other	34.875790846594064
HK2	4.8916626040051135e-40	-0.3077629173271351	0.143	0.24	1.7847231010712657e-35	TRUE	Other	34.7484291549048
CLEC5A	9.794021210843104e-40	-0.39872829941583	0.153	0.252	3.5733486387761065e-35	TRUE	Other	34.44692460917958
