Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
MAN1A2	0.0033259592921259	-0.02489749735643931	0.162	0.188	1	FALSE	Other	-0
IFT43	0.00334084301006593	-0.02926608083302638	0.021	0.031	1	FALSE	Other	-0
C11orf74	0.00334161791030312	0.02963141345571118	0.03	0.02	1	FALSE	Other	-0
SLC66A1	0.00334393252131326	-0.02908077960724886	0.018	0.027	1	FALSE	Other	-0
EIF4H	0.00337323699098736	-0.03006314167600909	0.323	0.362	1	FALSE	Other	-0
LDLRAD4	0.00337739994328248	0.10357081414449038	0.098	0.081	1	FALSE	Other	-0
AP002490.1	0.00337939223177099	-0.01279398396537808	0.001	0.004	1	FALSE	Other	-0
AL807752.5	0.00338530976896251	-0.00766375322779525	0.001	0.003	1	FALSE	Other	-0
ZNF772	0.00338530976896251	-0.00645877487693642	0.001	0.003	1	FALSE	Other	-0
RAB20	0.00338611991143902	-0.03623069296492193	0.065	0.082	1	FALSE	Other	-0
TBC1D30	0.00338613645971707	-0.02001095130371771	0.004	0.008	1	FALSE	Other	-0
TMEM44	0.0033919707662556	-0.00630245624848187	0.001	0.004	1	FALSE	Other	-0
ZC3H11A	0.00339467373072581	-0.02370085512829436	0.012	0.019	1	FALSE	Other	-0
AMPH	0.00340236083562365	-0.00292806841063294	0.001	0.003	1	FALSE	Other	-0
LINC00271	0.00340648239622254	0.03222583388403331	0.011	0.005	1	FALSE	Other	-0
SERINC2	0.00340836614439107	-0.02072665716791466	0.034	0.047	1	FALSE	Other	-0
ATP6V0A1	0.00341429835915112	0.11746045005332456	0.104	0.087	1	FALSE	Other	-0
CDC16	0.00341541812214526	0.07452053399332315	0.049	0.036	1	FALSE	Other	-0
LBX2-AS1	0.00342433875365699	-0.01068779955386759	0.004	0.008	1	FALSE	Other	-0
PUS7	0.00342468420318276	-0.02031819811186392	0.007	0.013	1	FALSE	Other	-0
YEATS4	0.00342953899752308	-0.02860288858117368	0.032	0.043	1	FALSE	Other	-0
PTER	0.00343006749692682	0.03067742231940767	0.022	0.013	1	FALSE	Other	-0
AKR1D1	0.00343195116473242	-0.01621494604153768	0.001	0.004	1	FALSE	Other	-0
RAB3IP	0.00343208043498746	-0.03909682590106142	0.028	0.039	1	FALSE	Other	-0
AC073508.3	0.00343914177694383	0.01540708853038318	0.004	0.001	1	FALSE	Other	-0
FMNL2	0.00344057763605491	-0.01028262906358694	0.009	0.015	1	FALSE	Other	-0
MRFAP1L1	0.00344133390939598	-0.00646956189233413	0.034	0.046	1	FALSE	Other	-0
RNF5	0.00345054797752011	-0.01269719599146185	0.066	0.082	1	FALSE	Other	-0
AC109460.1	0.00345152092170551	-0.01548803063528329	0.001	0.004	1	FALSE	Other	-0
AC083862.2	0.00345248888162646	-0.01324185941553613	0.001	0.003	1	FALSE	Other	-0
MS4A4E	0.00345360986099236	0.02797869281055774	0.013	0.007	1	FALSE	Other	-0
SFR1	0.00347583255333593	0.06090361234052466	0.11	0.091	1	FALSE	Other	-0
ATP5PB	0.00347594455536171	0.09809660890225812	0.409	0.392	1	FALSE	Other	-0
UBE2T	0.00347742534377365	-0.00800168587888886	0.001	0.004	1	FALSE	Other	-0
RRP15	0.00348109452597221	0.0660825323380349	0.045	0.033	1	FALSE	Other	-0
C19orf44	0.00348366867552212	-0.00746570951818565	0.001	0.004	1	FALSE	Other	-0
AL355388.2	0.0034904430102593	0.02188749025189385	0.008	0.003	1	FALSE	Other	-0
S100B	0.0034933178937128	0.04535686091379556	0.007	0.003	1	FALSE	Other	-0
RAPGEFL1	0.00349628706425265	-0.00865433879832255	0.001	0.003	1	FALSE	Other	-0
XRCC5	0.00349779555448299	-0.01220155667123323	0.403	0.442	1	FALSE	Other	-0
RAB28	0.00349847167266574	-0.00779388501783412	0.034	0.046	1	FALSE	Other	-0
SARS2	0.00350025438706854	0.0283338845037349	0.012	0.006	1	FALSE	Other	-0
RAB35	0.00350129136285982	-0.01466764687159688	0.086	0.105	1	FALSE	Other	-0
AC011476.3	0.00350335068241661	-0.01123317472349877	0.002	0.006	1	FALSE	Other	-0
CCNH	0.00350724191727614	0.1152445089978622	0.177	0.157	1	FALSE	Other	-0
PIP4P1	0.00350870381652584	-0.02455141797157345	0.069	0.086	1	FALSE	Other	-0
MAFB	0.00354232295805832	-0.03555688407610802	0.701	0.747	1	FALSE	Other	-0
