Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_class	-log10_p_val
BRCA1	0.29851162656023156	0.02332983744725999	0.005	0	1	Other	-0
FAM171A2	0.29851162656023156	0.01824230097101049	0.005	0	1	Other	-0
ITGA2B	0.29851162656023156	0.01264064190884322	0.005	0	1	Other	-0
HEXIM2	0.29851162656023156	0.01153409234691792	0.005	0	1	Other	-0
ITGB3	0.29851162656023156	0.01162425728749918	0.005	0	1	Other	-0
PNPO	0.29851162656023156	0.010647527088405	0.005	0	1	Other	-0
COPZ2	0.29851162656023156	0.01696784839334039	0.005	0	1	Other	-0
SKAP1	0.29851162656023156	0.010647527088405	0.005	0	1	Other	-0
HOXB-AS1	0.29851162656023156	0.01190341338743006	0.005	0	1	Other	-0
AC103702.2	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
TOB1-AS1	0.29851162656023156	0.01555511607895411	0.005	0	1	Other	-0
AC007114.2	0.29851162656023156	0.01423054357534606	0.005	0	1	Other	-0
PRR11	0.29851162656023156	0.01222700694887394	0.005	0	1	Other	-0
C17orf58	0.29851162656023156	0.02453989415979319	0.005	0	1	Other	-0
AC005332.4	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
TMEM104	0.29851162656023156	0.01519821064275336	0.005	0	1	Other	-0
FDXR	0.29851162656023156	0.0179060701715171	0.005	0	1	Other	-0
TMEM94	0.29851162656023156	0.02169722458924135	0.005	0	1	Other	-0
AC005837.1	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
PCYT2	0.29851162656023156	0.01030567090478758	0.005	0	1	Other	-0
AC132872.1	0.29851162656023156	0.01194439112252399	0.005	0	1	Other	-0
YES1	0.29851162656023156	0.01134904917923883	0.005	0	1	Other	-0
L3MBTL4	0.29851162656023156	0.01134904917923883	0.005	0	1	Other	-0
B4GALT6	0.29851162656023156	0.01339347923331047	0.005	0	1	Other	-0
AC090229.1	0.29851162656023156	0.01559506790572428	0.005	0	1	Other	-0
AC027097.2	0.29851162656023156	0.01134904917923883	0.005	0	1	Other	-0
AC090409.1	0.29851162656023156	0.01725311329456313	0.005	0	1	Other	-0
TNFRSF11A	0.29851162656023156	0.01526827543074758	0.005	0	1	Other	-0
DSEL	0.29851162656023156	0.01076710582823809	0.005	0	1	Other	-0
DOK6	0.29851162656023156	0.0242136861883229	0.005	0	1	Other	-0
AC125437.1	0.29851162656023156	0.01519821064275336	0.005	0	1	Other	-0
AC005306.1	0.29851162656023156	0.0205469342609191	0.005	0	1	Other	-0
PEAK3	0.29851162656023156	0.0242136861883229	0.005	0	1	Other	-0
GNG7	0.29851162656023156	0.01030567090478758	0.005	0	1	Other	-0
ZNF77	0.29851162656023156	0.01555511607895411	0.005	0	1	Other	-0
AC007292.2	0.29851162656023156	0.01294839261088394	0.005	0	1	Other	-0
ZNF558	0.29851162656023156	0.01328360004105594	0.005	0	1	Other	-0
ZNF561-AS1	0.29851162656023156	0.01992875054761674	0.005	0	1	Other	-0
RAB3D	0.29851162656023156	0.01946555590124681	0.005	0	1	Other	-0
ZNF564	0.29851162656023156	0.01524591211803431	0.005	0	1	Other	-0
FBXW9	0.29851162656023156	0.01724902889755003	0.005	0	1	Other	-0
GCDH	0.29851162656023156	0.0124378109155403	0.005	0	1	Other	-0
ADGRL1	0.29851162656023156	0.01946555590124681	0.005	0	1	Other	-0
AC008569.2	0.29851162656023156	0.01133845280193514	0.005	0	1	Other	-0
AC024075.2	0.29851162656023156	0.00949703477358279	0.005	0	1	Other	-0
SLC25A42	0.29851162656023156	0.01824230097101049	0.005	0	1	Other	-0
NR2C2AP	0.29851162656023156	0.01297375369212779	0.005	0	1	Other	-0
AC002306.1	0.29851162656023156	0.01044453363481138	0.005	0	1	Other	-0
ZNF90	0.29851162656023156	0.01072589621113876	0.005	0	1	Other	-0
ZNF85	0.29851162656023156	0.03470261290192025	0.005	0	1	Other	-0
FXYD1	0.29851162656023156	0.01155787705449171	0.005	0	1	Other	-0
AC092295.2	0.29851162656023156	0.01641361274756943	0.005	0	1	Other	-0
ZNF260	0.29851162656023156	0.0168151314366488	0.005	0	1	Other	-0
ZNF383	0.29851162656023156	0.01222700694887394	0.005	0	1	Other	-0
ZNF571	0.29851162656023156	0.010647527088405	0.005	0	1	Other	-0
C19orf33	0.29851162656023156	0.01263406643631252	0.005	0	1	Other	-0
RINL	0.29851162656023156	0.0243716220916703	0.005	0	1	Other	-0
SARS2	0.29851162656023156	0.04922839473399218	0.005	0	1	Other	-0
EID2B	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
CYP2S1	0.29851162656023156	0.01555511607895411	0.005	0	1	Other	-0
ZNF574	0.29851162656023156	0.01377324408817562	0.005	0	1	Other	-0
AC010247.2	0.29851162656023156	0.01171772715332624	0.005	0	1	Other	-0
LIPE	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
ERCC2	0.29851162656023156	0.01555511607895411	0.005	0	1	Other	-0
PPM1N	0.29851162656023156	0.01166706753822499	0.005	0	1	Other	-0
NAPA-AS1	0.29851162656023156	0.01632169386654213	0.005	0	1	Other	-0
BCAT2	0.29851162656023156	0.00931015687721636	0.005	0	1	Other	-0
C19orf73	0.29851162656023156	0.010647527088405	0.005	0	1	Other	-0
PRRG2	0.29851162656023156	0.0096941474245039	0.005	0	1	Other	-0
FUZ	0.29851162656023156	0.0096941474245039	0.005	0	1	Other	-0
KCNC3	0.29851162656023156	0.01228058734345078	0.005	0	1	Other	-0
LIM2	0.29851162656023156	0.0109368017159594	0.005	0	1	Other	-0
ZNF175	0.29851162656023156	0.01122318533987001	0.005	0	1	Other	-0
ZNF350-AS1	0.29851162656023156	0.00947727037980086	0.005	0	1	Other	-0
ZNF616	0.29851162656023156	0.01271786457927457	0.005	0	1	Other	-0
ZNF865	0.29851162656023156	0.01565874639610247	0.005	0	1	Other	-0
ZNF582	0.29851162656023156	0.01526827543074758	0.005	0	1	Other	-0
ZNF543	0.29851162656023156	0.01384127080702167	0.005	0	1	Other	-0
ZNF749	0.29851162656023156	0.01624889671863775	0.005	0	1	Other	-0
ZNF419	0.29851162656023156	0.01297375369212779	0.005	0	1	Other	-0
AC020915.2	0.29851162656023156	0.00956686410619766	0.005	0	1	Other	-0
ZNF324B	0.29851162656023156	0.01133845280193514	0.005	0	1	Other	-0
CDC25B	0.29851162656023156	0.01171772715332624	0.005	0	1	Other	-0
SLC23A2	0.29851162656023156	0.02008808667399005	0.005	0	1	Other	-0
SLX4IP	0.29851162656023156	0.01574673283411364	0.005	0	1	Other	-0
KIF16B	0.29851162656023156	0.06096973526000997	0.005	0	1	Other	-0
DZANK1	0.29851162656023156	0.01341567357031726	0.005	0	1	Other	-0
RBBP9	0.29851162656023156	0.02256400532883672	0.005	0	1	Other	-0
KIZ	0.29851162656023156	0.01018039925170003	0.005	0	1	Other	-0
ZNF337-AS1	0.29851162656023156	0.0126934931223637	0.005	0	1	Other	-0
ZNF337	0.29851162656023156	0.00991848192592853	0.005	0	1	Other	-0
AL110115.2	0.29851162656023156	0.01085371499053671	0.005	0	1	Other	-0
POFUT1	0.29851162656023156	0.01176882862805389	0.005	0	1	Other	-0
ACTL10	0.29851162656023156	0.00991848192592853	0.005	0	1	Other	-0
E2F1	0.29851162656023156	0.01499182217335012	0.005	0	1	Other	-0
PROCR	0.29851162656023156	0.01228058734345078	0.005	0	1	Other	-0
SPAG4	0.29851162656023156	0.030806923913277	0.005	0	1	Other	-0
AL031667.3	0.29851162656023156	0.01308324320506801	0.005	0	1	Other	-0
TNNC2	0.29851162656023156	0.0124272042047255	0.005	0	1	Other	-0
ATP9A	0.29851162656023156	0.00991848192592853	0.005	0	1	Other	-0
FAM209A	0.29851162656023156	0.01162611206884806	0.005	0	1	Other	-0
AL109955.1	0.29851162656023156	0.01992875054761674	0.005	0	1	Other	-0
FP565260.1	0.29851162656023156	0.00989155219549253	0.005	0	1	Other	-0
LINC01684	0.29851162656023156	0.0109368017159594	0.005	0	1	Other	-0
WDR4	0.29851162656023156	0.0126934931223637	0.005	0	1	Other	-0
DIP2A-IT1	0.29851162656023156	0.01766299046996304	0.005	0	1	Other	-0
MICAL3	0.29851162656023156	0.01766299046996304	0.005	0	1	Other	-0
DGCR11	0.29851162656023156	0.00957818256957476	0.005	0	1	Other	-0
AC004832.6	0.29851162656023156	0.01277360382962578	0.005	0	1	Other	-0
IFT27	0.29851162656023156	0.01030567090478758	0.005	0	1	Other	-0
CBY1	0.29851162656023156	0.01222700694887394	0.005	0	1	Other	-0
DNAL4	0.29851162656023156	0.01377324408817562	0.005	0	1	Other	-0
Z83843.1	0.29851162656023156	0.01945516079655818	0.005	0	1	Other	-0
AL136169.1	0.29851162656023156	0.01859140072310005	0.005	0	1	Other	-0
TMEM106A	0.2985480067023752	0.10809748795194184	0.253	0.204	1	Other	-0
ITPR2	0.29866366991603677	-0.30097228392162256	0.051	0.074	1	Other	-0
SIL1	0.2987232097518669	-0.03656028925052237	0.03	0.051	1	Other	-0
AREL1	0.2987232097518669	-0.1501484126747265	0.03	0.051	1	Other	-0
COMMD5	0.2988208841281514	-0.08269429922540222	0.121	0.157	1	Other	-0
RTRAF	0.2990590345798608	0.0732924378250508	0.343	0.278	1	Other	-0
UBXN11	0.2991210391149861	-0.1223483665243716	0.091	0.12	1	Other	-0
UBIAD1	0.29952308719546233	0.03635060498441759	0.035	0.019	1	Other	-0
GALNS	0.29952308719546233	0.03408461910274273	0.035	0.019	1	Other	-0
GTF2H5	0.29976374475252554	-0.08392714886106759	0.02	0.037	1	Other	-0
SAP30BP	0.3000820882962478	0.03807680767093224	0.293	0.241	1	Other	-0
CUX1	0.3002876666737285	-0.09021926464845532	0.338	0.38	1	Other	-0
VPS25	0.30046876532245137	-0.07308277885672901	0.045	0.069	1	Other	-0
SNRPB	0.30075592946007235	0.09312684222090416	0.54	0.458	1	Other	-0
SLC39A1	0.30094227577472177	0.06337746869922792	0.076	0.051	1	Other	-0
GHRL	0.3010843407039723	-0.06106330643765762	0.02	0.037	1	Other	-0
TMEM50A	0.30119472516757767	0.09283544392464216	0.399	0.343	1	Other	-0
USF3	0.3013916465502853	-0.05206494467664646	0.303	0.343	1	Other	-0
UBE2I	0.30145292614843433	-0.07492998354316494	0.273	0.315	1	Other	-0
TMEM60	0.30167078494790894	0.07217368815435254	0.04	0.023	1	Other	-0
PDE7A	0.30167471655805167	-0.00392298473515317	0.192	0.236	1	Other	-0
TCTEX1D4	0.301702686590453	-0.09191758257512224	0.01	0.023	1	Other	-0
F11R	0.301702686590453	-0.13472129163758403	0.01	0.023	1	Other	-0
ACAD9	0.301702686590453	-0.2360933095836201	0.01	0.023	1	Other	-0
GZMK	0.301702686590453	-0.07433551584404727	0.01	0.023	1	Other	-0
ZSWIM8-AS1	0.301702686590453	-0.05468832241982126	0.01	0.023	1	Other	-0
ASRGL1	0.301702686590453	-0.04852003816857207	0.01	0.023	1	Other	-0
AP003392.5	0.301702686590453	-0.15955416680176285	0.01	0.023	1	Other	-0
EIF2AK4	0.301702686590453	-0.0502949684861244	0.01	0.023	1	Other	-0
SNAPC5	0.301702686590453	-0.03893812589560636	0.01	0.023	1	Other	-0
CXXC1	0.301702686590453	-0.04632307893242984	0.01	0.023	1	Other	-0
YIPF1	0.301892599078958	0.07154581915431812	0.071	0.046	1	Other	-0
UQCC2	0.301892599078958	0.06268875727376819	0.071	0.046	1	Other	-0
EXOC6	0.3022812732767212	0.03016843897295289	0.035	0.019	1	Other	-0
HEXIM1	0.30236820663762387	0.16074119511561025	0.045	0.069	1	Other	-0
NRG1	0.3029347493574249	0.02207708733467137	0.066	0.042	1	Other	-0
CAMSAP1	0.30329434934665345	0.02374384934561713	0.106	0.074	1	Other	-0
MCMBP	0.30332144018712354	0.15043183146138991	0.106	0.079	1	Other	-0
ARID5A	0.30334173891218447	0.1204226124505916	0.227	0.185	1	Other	-0
AC019069.1	0.30342941105329135	-0.04757336802931263	0.01	0.023	1	Other	-0
PTPN4	0.30342941105329135	-0.04642844747781836	0.01	0.023	1	Other	-0
RRAS2	0.30342941105329135	-0.04733372712627538	0.01	0.023	1	Other	-0
UEVLD	0.30342941105329135	-0.04224764594110536	0.01	0.023	1	Other	-0
TECPR2	0.30342941105329135	-0.04353121418427762	0.01	0.023	1	Other	-0
ZNF200	0.30342941105329135	-0.03956083942634718	0.01	0.023	1	Other	-0
NHLRC3	0.30366668340649	-0.00976001670610789	0.035	0.019	1	Other	-0
EID2	0.30366668340649	0.02122035577788379	0.035	0.019	1	Other	-0
AC009107.2	0.3036681474917478	-0.13371584676079307	0.106	0.134	1	Other	-0
ATXN7	0.30368020865278483	-0.09397545023651094	0.066	0.093	1	Other	-0
PLOD3	0.3037371417345873	-0.05318638486422291	0.02	0.037	1	Other	-0
SGPP1	0.3037371417345873	-0.06413752620526689	0.02	0.037	1	Other	-0
AC016866.1	0.3037371417345873	-0.0554939356298029	0.02	0.037	1	Other	-0
YPEL3	0.30379801867750117	0.1424107116253666	0.071	0.046	1	Other	-0
YWHAE	0.3039025398678318	0.04309820060834735	0.788	0.731	1	Other	-0
MBP	0.3040094812879516	-0.15336374349698068	0.222	0.264	1	Other	-0
UBASH3B	0.30422564100629623	0.08881051934550872	0.04	0.023	1	Other	-0
SHC1	0.30434756054588646	0.09656349677333004	0.101	0.074	1	Other	-0
GBF1	0.30475371813569224	0.0139743571427349	0.071	0.046	1	Other	-0
ALKBH5	0.30480011722511324	-0.10212163344901264	0.035	0.056	1	Other	-0
AURKAIP1	0.3051062232284738	0.180146886319574	0.323	0.292	1	Other	-0
CT70	0.30516269069936647	-0.048242218143015	0.01	0.023	1	Other	-0
SOX5	0.30516269069936647	-0.0284955438328876	0.01	0.023	1	Other	-0
WWOX	0.30516269069936647	-0.02956216315949501	0.01	0.023	1	Other	-0
RANGRF	0.30516269069936647	-0.04179864144255581	0.01	0.023	1	Other	-0
ZNF414	0.30516269069936647	-0.04624925975244434	0.01	0.023	1	Other	-0
ZSCAN5A	0.30516269069936647	-0.03925963152136386	0.01	0.023	1	Other	-0
APOL2	0.30516269069936647	-0.04078950499373325	0.01	0.023	1	Other	-0
ZMIZ1-AS1	0.3054455953320308	-0.04039654708651982	0.03	0.051	1	Other	-0
AASDHPPT	0.305508441760961	0.06914147467494783	0.04	0.023	1	Other	-0
MED31	0.30553414573057003	0.05307141816355487	0.076	0.051	1	Other	-0
DHDDS	0.3057114109959236	0.02371366201970715	0.071	0.046	1	Other	-0
ADIPOR1	0.3058663819670382	0.09295167590891024	0.177	0.139	1	Other	-0
SMNDC1	0.30608639102164403	0.0277615979671526	0.227	0.185	1	Other	-0
TRIO	0.30628742938688225	-0.06871120111397028	0.157	0.199	1	Other	-0
C1orf50	0.30640542599947934	-0.04872055892657741	0.02	0.037	1	Other	-0
AC130895.1	0.30640542599947934	-0.04384678424525045	0.02	0.037	1	Other	-0
ELOVL1	0.3064580668719082	0.06642927240945759	0.076	0.051	1	Other	-0
JUNB	0.3067722112134299	0.03305557845320006	0.54	0.449	1	Other	-0
RAB1A	0.30687698764671695	-0.09355844730428498	0.48	0.5	1	Other	-0
SMYD2	0.3069025268274369	-0.02605090468285705	0.01	0.023	1	Other	-0
GMCL1	0.3069025268274369	-0.02619220761677271	0.01	0.023	1	Other	-0
HACL1	0.3069025268274369	-0.03351921623016313	0.01	0.023	1	Other	-0
FAM120B	0.3069025268274369	-0.03187976184014433	0.01	0.023	1	Other	-0
FBXO25	0.3069025268274369	-0.0389260606248286	0.01	0.023	1	Other	-0
AL135925.1	0.3069025268274369	-0.01028172641463321	0.01	0.023	1	Other	-0
GATC	0.3069025268274369	-0.05225902418404767	0.01	0.023	1	Other	-0
BACH1-IT2	0.3069025268274369	-0.03738576922591963	0.01	0.023	1	Other	-0
MIATNB	0.3069025268274369	-0.03529655009192088	0.01	0.023	1	Other	-0
DIDO1	0.3072263256629514	0.04828711953777886	0.121	0.088	1	Other	-0
NDUFC2	0.30771713821247365	-0.1146391488290094	0.182	0.222	1	Other	-0
TMEM268	0.30774537576808675	-0.0618953593168404	0.02	0.037	1	Other	-0
CDC42-IT1	0.3080847912287921	0.07787860072665584	0.04	0.023	1	Other	-0
GGA3	0.30816310930669966	0.06343543496803775	0.081	0.056	1	Other	-0
CFB	0.30823189305534654	0.13472389695369325	0.288	0.241	1	Other	-0
CCSER2	0.3084426355188709	0.11052673802116075	0.551	0.477	1	Other	-0
PRDX2	0.30854634953280263	0.03175509479283697	0.101	0.069	1	Other	-0
CRIM1-DT	0.3086489205630698	-0.03265197883161272	0.01	0.023	1	Other	-0
TMEM131L	0.3086489205630698	-0.02872577463021196	0.01	0.023	1	Other	-0
RUSC2	0.3086489205630698	-0.03744041438291044	0.01	0.023	1	Other	-0
PPP1R12A	0.30901696097489656	0.01267655144517776	0.318	0.255	1	Other	-0
ACER3	0.30906066624712103	0.10893514162671196	0.081	0.056	1	Other	-0
GLMP	0.30908919793233797	-0.05095614237189331	0.02	0.037	1	Other	-0
DGKD	0.30908919793233797	-0.15600518612105016	0.02	0.037	1	Other	-0
SLC4A2	0.30908919793233797	-0.0488755044530413	0.02	0.037	1	Other	-0
SPACA6	0.30908919793233797	-0.04457371243708935	0.02	0.037	1	Other	-0
SELENOM	0.30908919793233797	-0.05630807026440142	0.02	0.037	1	Other	-0
ZCCHC3	0.30924092776452944	-0.03922042983876761	0.076	0.051	1	Other	-0
BIRC3	0.3094929085954699	-0.00106657405293009	0.53	0.458	1	Other	-0
LAMTOR1	0.30975185612924006	-0.10357832137122525	0.177	0.213	1	Other	-0
DDX18	0.3097564730138465	0.06364454929426588	0.207	0.162	1	Other	-0
SLC38A9	0.3104018728579407	-0.03450682475166684	0.01	0.023	1	Other	-0
DNAJC24	0.3104018728579407	-0.03854891223245812	0.01	0.023	1	Other	-0
MLKL	0.3104018728579407	-0.1149710972032654	0.01	0.023	1	Other	-0
VPS9D1	0.3104018728579407	-0.04368354318729876	0.01	0.023	1	Other	-0
LINC00467	0.3104368928949981	-0.04886610034573162	0.02	0.037	1	Other	-0
SNRPB2	0.3106134711564602	0.10039489718170458	0.551	0.523	1	Other	-0
NOP16	0.31067547404694773	0.07695216895116769	0.04	0.023	1	Other	-0
TMEM126B	0.31067547404694773	0.08335908060229963	0.04	0.023	1	Other	-0
SREBF2-AS1	0.31067547404694773	-0.04853443968651767	0.04	0.023	1	Other	-0
NDUFS3	0.31082541818010634	0.07991796938689838	0.086	0.06	1	Other	-0
YME1L1	0.31120504952000033	-0.2584580022916112	0.419	0.458	1	Other	-0
NIFK	0.31133913259117074	-0.09762178793160424	0.187	0.218	1	Other	-0
BNIP3L	0.3113648194556526	-0.16779364599701685	0.338	0.38	1	Other	-0
ZNF787	0.3113971842041894	0.12241983977930654	0.172	0.139	1	Other	-0
SUCLG1	0.3116996100968568	0.1490697455257986	0.086	0.06	1	Other	-0
TRAF3IP2-AS1	0.31176369493449585	0.08881682370308658	0.081	0.056	1	Other	-0
XPR1	0.31178846099790153	-0.04545573196487678	0.02	0.037	1	Other	-0
PPAN	0.31178846099790153	-0.04170090445220903	0.02	0.037	1	Other	-0
PLEKHG2	0.31178846099790153	-0.04314522902941484	0.02	0.037	1	Other	-0
LRRC8C-DT	0.3119578229800102	0.01633477284528778	0.066	0.042	1	Other	-0
PSMF1	0.311960782362188	0.01997637498639715	0.106	0.074	1	Other	-0
SLC44A1	0.31198501619324365	-0.04473736668581971	0.045	0.069	1	Other	-0
GJB2	0.3121472656536688	-0.16682776727201645	0.343	0.384	1	Other	-0
AL731568.1	0.3121613844891398	-0.01108816316953851	0.01	0.023	1	Other	-0
NAGK	0.3125979073506886	-0.10267606751247776	0.081	0.111	1	Other	-0
KLHL24	0.31261380156637997	-0.14525777371382798	0.096	0.125	1	Other	-0
FUBP3	0.31268347911168237	0.06511516422541953	0.045	0.028	1	Other	-0
UBA52	0.31282104691358736	0.05786527570846722	0.99	0.986	1	Other	-0
COMMD2	0.31314369792350655	0.09147886580864156	0.101	0.074	1	Other	-0
GPRIN3	0.31314390252176655	-0.06742100586382525	0.02	0.037	1	Other	-0
TTLL3	0.3132804927730419	0.0425692417368797	0.04	0.023	1	Other	-0
STARD3	0.3132804927730419	0.04678606912495595	0.04	0.023	1	Other	-0
PLEKHM1	0.31337848724350714	0.08669193988994311	0.116	0.083	1	Other	-0
UBE2E2	0.31360302507158344	0.05499443981122215	0.136	0.102	1	Other	-0
FAM49B	0.3138199309580545	0.07515794163354483	0.545	0.477	1	Other	-0
WDR11-AS1	0.31392745605848693	-0.0025264202740064	0.01	0.023	1	Other	-0
ZNF708	0.31392745605848693	0.00547828664352517	0.01	0.023	1	Other	-0
RAB3IP	0.3143860826028559	-0.15087024960878131	0.051	0.074	1	Other	-0
GSTM3	0.31450321768601514	-0.04787127850504555	0.02	0.037	1	Other	-0
DIMT1	0.31450321768601514	-0.03795408316145074	0.02	0.037	1	Other	-0
HEY1	0.3145196887379859	-0.07037175230080411	0.035	0.056	1	Other	-0
CYP1B1-AS1	0.3145883786718928	0.07252420968459347	0.04	0.023	1	Other	-0
PPCS	0.3152676989705764	-0.2238151491023212	0.071	0.093	1	Other	-0
AC004069.1	0.3158664066485905	-0.0205835162634811	0.02	0.037	1	Other	-0
EDRF1	0.3158664066485905	-0.03860916317491054	0.02	0.037	1	Other	-0
CARD6	0.3158998491269885	0.05037011679364743	0.04	0.023	1	Other	-0
AL365434.1	0.3158998491269885	0.06024632603883721	0.04	0.023	1	Other	-0
RUNX1	0.3159403432145597	-0.25107200332020174	0.268	0.301	1	Other	-0
TRAPPC2B	0.3161929778252098	-0.03919854948087545	0.066	0.093	1	Other	-0
KXD1	0.3163032738164638	0.06145282359892692	0.081	0.056	1	Other	-0
BAALC-AS1	0.3164340034997597	0.03327374922409065	0.116	0.083	1	Other	-0
RHEBL1	0.31655670443158623	0.06386967564845689	0.04	0.023	1	Other	-0
UPB1	0.31667057382727765	0.11777498583302493	0.207	0.167	1	Other	-0
ELOA	0.3167374194134124	0.00852115233615424	0.177	0.134	1	Other	-0
MAML1	0.3169787708666492	0.08390448880672224	0.086	0.06	1	Other	-0
ALDH1A1	0.317214904221644	0.04682831313065583	0.04	0.023	1	Other	-0
KAT7	0.31735274582763884	0.08766457174340006	0.096	0.069	1	Other	-0
QARS	0.3173592681185107	0.03581830395114141	0.071	0.046	1	Other	-0
RNF4	0.3175377964569205	-0.0898908582141382	0.071	0.097	1	Other	-0
CRTC3	0.31768941424687597	0.02310910447108596	0.076	0.051	1	Other	-0
YKT6	0.3181071579532512	0.0928918204555555	0.121	0.093	1	Other	-0
PNPLA2	0.31813119234653225	0.05878714312959407	0.081	0.056	1	Other	-0
HNRNPF	0.3181732139921631	0.10002039034192124	0.348	0.292	1	Other	-0
CYFIP1	0.3182437493940831	0.12578626416556266	0.202	0.167	1	Other	-0
TTC3	0.31830767124418	-0.12782420980763054	0.061	0.083	1	Other	-0
DLGAP1-AS2	0.31845938050594164	-0.23865432784539725	0.101	0.13	1	Other	-0
NR1D2	0.31855560990838344	0.01124156300000767	0.136	0.102	1	Other	-0
TIMM17A	0.31860727750468965	0.13937807477285158	0.323	0.264	1	Other	-0
MDFIC	0.31862002335512235	0.06148558328078557	0.202	0.162	1	Other	-0
TMEM115	0.3189042024399705	-0.06302104416851574	0.035	0.056	1	Other	-0
FKBP3	0.3189042024399705	-0.08605325860065648	0.035	0.056	1	Other	-0
ZNF706	0.3193809281535123	0.18023611229996517	0.581	0.537	1	Other	-0
PHF3	0.3195608383839303	-0.06229658595744469	0.146	0.181	1	Other	-0
OSM	0.31974897273373143	-0.07125894041623904	0.086	0.116	1	Other	-0
ZNF326	0.3198298941593138	0.14533463778615574	0.237	0.199	1	Other	-0
MX2	0.3198686176476371	0.1426115034753762	0.197	0.162	1	Other	-0
BZW1	0.319879912963427	-0.09278053590156432	0.889	0.898	1	Other	-0
TNRC6A	0.3199660178464768	0.04785975027901146	0.081	0.056	1	Other	-0
YLPM1	0.3200065531748605	-0.15723232073789378	0.035	0.056	1	Other	-0
TOMM40	0.32004377655756805	0.10528088175584016	0.045	0.028	1	Other	-0
TRIM38	0.320542959249743	-0.0906538550347044	0.136	0.171	1	Other	-0
TAGLN2	0.3206372388101899	0.09151945185828048	0.929	0.907	1	Other	-0
HS1BP3	0.3207075837229543	0.0656102756441522	0.096	0.069	1	Other	-0
PPP6R3	0.32080167040924434	-0.05613594853667797	0.146	0.181	1	Other	-0
OSBP	0.32085588613545474	0.1413390517982731	0.247	0.199	1	Other	-0
YDJC	0.32101541337814166	-0.06639991081791868	0.051	0.074	1	Other	-0
EMSY	0.32118135323508845	-0.00210820782854087	0.04	0.023	1	Other	-0
GTPBP8	0.3211815773810113	0.09851925599637892	0.04	0.023	1	Other	-0
CHCHD1	0.32129152652861476	-0.06392383935901186	0.066	0.093	1	Other	-0
VASH1	0.3213579014793071	-0.02684234053300704	0.02	0.037	1	Other	-0
NSUN2	0.3218077501288649	0.02723967518548364	0.081	0.056	1	Other	-0
PHC3	0.3219698621303859	0.0235452032055535	0.051	0.074	1	Other	-0
AKNA	0.32226926234339015	-0.12618659589401765	0.056	0.079	1	Other	-0
SLC9B1	0.3225109708059004	-0.0174059233999418	0.04	0.023	1	Other	-0
FASTKD2	0.3225221839069988	0.09826322054277832	0.045	0.028	1	Other	-0
LFNG	0.32278330256920273	-0.12325383627987124	0.101	0.13	1	Other	-0
ZNF592	0.32332853822373314	-0.06628975793160492	0.035	0.056	1	Other	-0
N4BP2	0.3233897899848915	-0.01661305550288983	0.131	0.097	1	Other	-0
TMEM18	0.32339646650717674	0.12656899790656884	0.202	0.162	1	Other	-0
HMGA1	0.3234775984237719	0.10297768115008754	0.581	0.546	1	Other	-0
C2orf68	0.32376607001130914	0.069346531920107	0.045	0.028	1	Other	-0
CD63	0.32376627618087644	0.06199445558497407	0.965	0.949	1	Other	-0
CNOT1	0.32376720292450806	0.10109787188833086	0.52	0.468	1	Other	-0
CYB5R1	0.32384394848979936	0.0341646923072289	0.04	0.023	1	Other	-0
FGFRL1	0.32384394848979936	0.03100190433909372	0.04	0.023	1	Other	-0
CCDC186	0.3240250800671041	-0.05608202713602811	0.116	0.153	1	Other	-0
PLD3	0.32411962753819895	-0.08872399154923821	0.056	0.079	1	Other	-0
CD2BP2	0.3242330786215034	0.14175007832883335	0.131	0.102	1	Other	-0
RBM23	0.3243423050930749	-0.17059328877578597	0.364	0.412	1	Other	-0
LTBR	0.32444084384945127	-0.05843870676052964	0.035	0.056	1	Other	-0
DHX15	0.32461704793600804	-0.12694839531544866	0.106	0.134	1	Other	-0
TPR	0.32482471803422686	0.15032952669229427	0.278	0.241	1	Other	-0
MSC-AS1	0.3250130774940463	0.07731400773820137	0.045	0.028	1	Other	-0
TUBB6	0.3250752926661285	0.04345589409041195	0.162	0.125	1	Other	-0
MAPK8IP3	0.32518051019617333	0.03277211226374624	0.04	0.023	1	Other	-0
JUN	0.3251806473032431	0.4271239354385252	0.54	0.491	1	Other	-0
TRAPPC10	0.3258554885899213	-0.17790111778221612	0.187	0.213	1	Other	-0
RING1	0.3259069367518641	0.06971559349996953	0.086	0.06	1	Other	-0
SLC38A1	0.3263723907627706	0.00936865404878706	0.091	0.12	1	Other	-0
RBBP8	0.3264058279595691	-0.169321547332889	0.121	0.148	1	Other	-0
TMSB10	0.3264094355384174	-0.05423378823604263	0.975	0.972	1	Other	-0
ERICH1	0.32641568109783964	-0.22274057636243405	0.101	0.13	1	Other	-0
NUP188	0.32652065563468474	0.0255047957919568	0.04	0.023	1	Other	-0
TOMM22	0.3265378967005839	0.09918211097732443	0.162	0.13	1	Other	-0
UFL1	0.32673449873857136	-0.10768899440882368	0.116	0.144	1	Other	-0
