Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	significant	gene_class	-log10_p_val
UBAP2L	4.971073101654036e-4	-0.04939736359761343	0.077	0.105	1	FALSE	Other	-0
AHRR	5.014552865155397e-4	-0.02963035908304078	0.004	0.012	1	FALSE	Other	-0
ITGA2	5.021169742564164e-4	0.06354406423929579	0.013	0.004	1	FALSE	Other	-0
AC011476.3	5.023820120695283e-4	-0.01331054260395798	0.002	0.008	1	FALSE	Other	-0
HMGN4	5.029603573896587e-4	-0.0672127164703	0.024	0.04	1	FALSE	Other	-0
HUS1	5.063536259437937e-4	-0.0822426223130786	0.092	0.122	1	FALSE	Other	-0
SHKBP1	5.067570192870981e-4	-0.09337121570048253	0.098	0.127	1	FALSE	Other	-0
DMGDH	5.07777583238656e-4	0.03945117357121074	0.013	0.004	1	FALSE	Other	-0
AL135925.1	5.087667173831929e-4	-0.0171110024248752	0.015	0.029	1	FALSE	Other	-0
AL031963.3	5.110554007860028e-4	0.04723664946779743	0.031	0.016	1	FALSE	Other	-0
MAPK6-DT	5.112923998488526e-4	0.02283804764258734	0.01	0.002	1	FALSE	Other	-0
AGO3	5.124503745966161e-4	-0.06149690173385708	0.078	0.105	1	FALSE	Other	-0
TTC19	5.129583471423221e-4	0.09403533419317334	0.079	0.054	1	FALSE	Other	-0
CHMP5	5.158005249288389e-4	-0.14599719200385008	0.244	0.281	1	FALSE	Other	-0
HECTD1	5.160044089232456e-4	-0.08051218227361223	0.098	0.129	1	FALSE	Other	-0
CHRNB1	5.170524326803635e-4	-0.05214589459125501	0.006	0.016	1	FALSE	Other	-0
AP2S1	5.211152163810932e-4	-0.18385999744740444	0.135	0.166	1	FALSE	Other	-0
NR4A2	5.227450320598446e-4	0.20886623399805304	0.168	0.135	1	FALSE	Other	-0
UBLCP1	5.231703286349775e-4	-0.05162056455760105	0.052	0.076	1	FALSE	Other	-0
CLCC1	5.242300654247534e-4	-0.01658854027884626	0.008	0.019	1	FALSE	Other	-0
CTPS1	5.26050082666549e-4	0.10371550444988809	0.033	0.017	1	FALSE	Other	-0
PSMG1	5.279714285337926e-4	0.07230902481268174	0.038	0.021	1	FALSE	Other	-0
TNFSF8	5.287262127528171e-4	-0.20027059791182855	0.185	0.219	1	FALSE	Other	-0
GAPT	5.310753184492986e-4	-0.2710788136356295	0.106	0.133	1	FALSE	Other	-0
UBE2N	5.329048103580177e-4	0.10770551026110764	0.273	0.23	1	FALSE	Other	-0
IRAK2	5.338041524663762e-4	-0.17009149909539967	0.421	0.45	1	FALSE	Other	-0
MMD	5.353915820907997e-4	0.03695592036413694	0.043	0.025	1	FALSE	Other	-0
C10orf88	5.36745441597601e-4	-0.02096021376011405	0.002	0.009	1	FALSE	Other	-0
EPN1	5.368900755398986e-4	-0.05195868039900092	0.069	0.095	1	FALSE	Other	-0
DDX18	5.37611063097044e-4	-0.04853611260785762	0.234	0.279	1	FALSE	Other	-0
ATG101	5.392340691506023e-4	-0.06995429240618067	0.106	0.138	1	FALSE	Other	-0
PRRG4	5.393793599166905e-4	0.03891428635143215	0.046	0.027	1	FALSE	Other	-0
HIST1H2BD	5.400829387575208e-4	0.05235846199572039	0.036	0.02	1	FALSE	Other	-0
LRRC25	5.408442217532561e-4	-0.0576467182686976	0.024	0.04	1	FALSE	Other	-0
PDPK1	5.41546162617746e-4	-0.04352094117571198	0.032	0.05	1	FALSE	Other	-0
HMGA1	5.420316190326499e-4	0.01371325194608963	0.472	0.403	1	FALSE	Other	-0
ARL4A	5.447687105269489e-4	-0.15311360786719075	0.187	0.222	1	FALSE	Other	-0
ZFHX3	5.460821839431945e-4	0.15709618721644847	0.312	0.263	1	FALSE	Other	-0
CTSW	5.474732707032277e-4	-0.17388007071221784	0.053	0.076	1	FALSE	Other	-0
SCARB2	5.476068552053199e-4	-0.09145120993105672	0.066	0.091	1	FALSE	Other	-0
PKP4	5.51098896027408e-4	-0.01712945097522828	0.003	0.011	1	FALSE	Other	-0
CERS5	5.513899885807124e-4	-0.03304968145881554	0.034	0.053	1	FALSE	Other	-0
PPP1R14B	5.536913589248422e-4	0.02341389527053539	0.316	0.259	1	FALSE	Other	-0
OXR1	5.597333982205674e-4	-0.03031911561304312	0.034	0.053	1	FALSE	Other	-0
S100A8	5.610848957367167e-4	-0.1438871936613566	0.854	0.813	1	FALSE	Other	-0
CARS2	5.61222041062499e-4	-0.08959511085751089	0.024	0.04	1	FALSE	Other	-0
CSGALNACT2	5.616370048360333e-4	-0.13678880733163723	0.519	0.546	1	FALSE	Other	-0
AC114977.1	5.650473720255868e-4	0.02313835710335978	0.006	0	1	FALSE	Other	-0
LINC01554	5.650473720255868e-4	0.02933972530863467	0.006	0	1	FALSE	Other	-0
AC002454.1	5.650473720255868e-4	0.02000959642543753	0.006	0	1	FALSE	Other	-0
AC131009.2	5.650473720255868e-4	0.02713869856908671	0.006	0	1	FALSE	Other	-0
AC105105.3	5.650473720255868e-4	0.01988469778060669	0.006	0	1	FALSE	Other	-0
SHISAL1	5.650473720255868e-4	0.01805446129685208	0.006	0	1	FALSE	Other	-0
