gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ILF3	10.452976818193644	-0.2788042620753499	1.5923546263958668	-0.17508930325802807	0.8610094632033457	0.9997946887506981
QTRT1	1.4689847566347085	1.435755837281711	4.385990028028819	0.32735045636366344	0.7434028340097503	0.9997946887506981
DNM2	3.504717652946292	-1.9069718493647425	2.9588728781250633	-0.6444926591686242	0.519256016319672	0.9997946887506981
TMED1	3.7140326873316996	2.9372956224930062	2.732920754092608	1.0747825812710972	0.2824720808022963	0.9997946887506981
YIPF2	4.2795140474182505	1.1288656156499357	2.4471744815617313	0.46129347300545537	0.6445880671046971	0.9997946887506981
TIMM29	3.9402252313663197	1.9368599682016217	2.5742900187951827	0.7523860769611768	0.4518189170344083	0.9997946887506981
SMARCA4	1.3415445341488332	0.5867217425049227	4.505495435654111	0.1302235793786221	0.8963895397778354	0.9997946887506981
CCDC159	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
SWSAP1	0.7916739041211714	-2.947130437365455	5.796215260270488	-0.5084577271596921	0.6111323777140942	0.9997946887506981
EPOR	5.169940273088167	-0.2367930494495531	2.218421630659651	-0.10673942508356372	0.9149957045647495	0.9997946887506981
PRKCSH	2.2034771349520628	1.4367375585895028	3.6645954377013057	0.39205898250277976	0.6950146334712783	0.9997946887506981
ECSIT	1.3415445341488332	0.5867217425049227	4.505495435654111	0.1302235793786221	0.8963895397778354	0.9997946887506981
CNN1	2.004511436193805	5.605703556520017	4.483887573492603	1.2501882495134922	0.21123078822142383	0.9997946887506981
ELOF1	2.7689584950386137	0.0174917406675488	3.2726698343732563	0.005344792341662725	0.9957354930137896	0.9997946887506981
ACP5	2.8664440369970348	6.1004384837980545	3.638983599321506	1.676412744738803	0.09365737425685645	0.9997946887506981
ZNF441	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
ZNF439	3.333173075534841	2.7616297201481728	3.166266811367254	0.8722037290836046	0.38309724552632146	0.9997946887506981
ZNF433-AS1	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
ZNF136	1.3558884846173984	2.43714202509818	4.65091011731206	0.5240140023404061	0.6002688008337785	0.9997946887506981
ZNF44	1.9557686652145947	0.7552713294862817	3.8078820784855614	0.198344201295924	0.8427757709473853	0.9997946887506981
ZNF563	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
ZNF564	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
ZNF791	6.653268980191441	0.2838682859191649	2.016423958067998	0.1407780763481646	0.888045263100467	0.9997946887506981
MAN2B1	2.2463147102873147	-1.2765716276227377	3.5655155742288014	-0.35803282892652966	0.7203187458918343	0.9997946887506981
